original_file,production_name,production_slug,webp_quality,original_bytes,webp_bytes,savings_pct
FG1247__Mother_s_Day_Cake_-_Red_Velvet_1.jpg,mothers-day-specials-red-velvet-cake.webp,mothers-day-specials-red-velvet-cake,85,86900,74626,14.1
FG1248__Mother_s_Day_Cake___Fresh_Mango_Cream_Cake__530g_1.jpg,mothers-day-fresh-mango-cream-cake-530g.webp,mothers-day-fresh-mango-cream-cake-530g,85,57484,38430,33.1
FG1250__Mother_s_Day_Cake_-_Eggless_Dutch_Truffle_1.jpg,mothers-day-eggless-dutch-truffle-cake.webp,mothers-day-eggless-dutch-truffle-cake,85,83678,58508,30.1
FG1251__Mother_s_Day_Cake_-_Chocolate_and_Strawberry_Heart_Bento_1.jpg,mothers-day-specials-chocolate-and-strawberry-heart-bento-cake.webp,mothers-day-specials-chocolate-and-strawberry-heart-bento-cake,85,85762,59668,30.4
FG1252__Mother_s_Day_Almond_Rocks_250g_1.jpg,mothers-day-almond-rocks-250g.webp,mothers-day-almond-rocks-250g,85,97821,64192,34.4
FG1253__Mother_s_Day_Almond_Rocks_500g_1.jpg,mothers-day-almond-rocks-500g.webp,mothers-day-almond-rocks-500g,85,67094,63580,5.2
FG1254__Mother_s_Day_Signature_Gift_Bag___Assorted_Hamper_1.jpg,mothers-day-signature-gift-hamper-bag.webp,mothers-day-signature-gift-hamper-bag,85,66010,60146,8.9
FG1255__Mother_s_Day_Celebration_Gift_Bag___Assorted_Hamper_1.jpg,mothers-day-celebration-gift-hamper-bag.webp,mothers-day-celebration-gift-hamper-bag,85,75136,69726,7.2
FG1256__Mother_s_Day_Indulgent_Gift_Bag___Assorted_Hamper_1.jpg,mothers-day-indulgent-gift-hamper-bag.webp,mothers-day-indulgent-gift-hamper-bag,85,67823,62200,8.3
FG1257__Mother_s_Day_Luxury_Gift_Box___Assorted_Hamper_1.jpg,mothers-day-luxury-gift-hamper-box.webp,mothers-day-luxury-gift-hamper-box,85,71101,65442,8
FG1259__Mother_s_Day_Collection_Gift_Basket___Assorted_Hamper_-_Copy_1.jpg,mothers-day-collection-gift-hamper-basket.webp,mothers-day-collection-gift-hamper-basket,85,65756,61340,6.7
FG1261__Chocolate_Bars__Set_of_3_1.jpg,mothers-day-specials-chocolate-bars-set-of-3.webp,mothers-day-specials-chocolate-bars-set-of-3,85,79349,49706,37.4
fm_testimonila-quote.png,icon-quote.webp,icon-quote,90,5385,4026,25.2
FrenchBaguette.jpg,french-baguette-1-pc.webp,french-baguette-1-pc,82,197820,181426,8.3
FreshCreamPineappleCakehalfkg.jpg,eggless-fresh-cream-pineapple-cake-1-2-kg.webp,eggless-fresh-cream-pineapple-cake-1-2-kg,85,199588,109766,45
FreshCreamPineappleCakehalfkg02.jpg,eggless-fresh-cream-pineapple-cake-1-2-kg-02.webp,eggless-fresh-cream-pineapple-cake-1-2-kg-02,85,199872,113770,43.1
FreshCreamPineappleCakeonekg.jpg,fresh-cream-pineapple-cake-1-kg.webp,fresh-cream-pineapple-cake-1-kg,85,199795,104722,47.6
FreshCreamPineappleCakeonekg02.jpg,fresh-cream-pineapple-cake-1-kg-02.webp,fresh-cream-pineapple-cake-1-kg-02,85,199092,111106,44.2
FreshFruit_CreamCake.jpg,fresh-fruit-cream-cake.webp,fresh-fruit-cream-cake,85,416304,83864,79.9
freshfruitcustardcreamcake.jpg,fresh-fruit-custard-cream-cake.webp,fresh-fruit-custard-cream-cake,85,69738,42550,39
GiftBag_Luxury.jpg,luxury-gift-bag.webp,luxury-gift-bag,85,254127,126324,50.3
Hazelnut_Nutella_Brownie_1.jpg,hazelnut-nutella-brownie.webp,hazelnut-nutella-brownie,85,118108,59500,49.6
HazelnutDarkChocolateDragees-Brandstore.jpg,hazelnut-dark-chocolate-dragees-100g.webp,hazelnut-dark-chocolate-dragees-100g,82,92104,79750,13.4
HazelnutPralineMousseCake.jpg,hazelnut-praline-mousse-cake-1-2-kg.webp,hazelnut-praline-mousse-cake-1-2-kg,85,197421,99230,49.7
HazelnutPralineMousseCake02.jpg,hazelnut-praline-mousse-cake-1-2-kg-02.webp,hazelnut-praline-mousse-cake-1-2-kg-02,85,197777,128674,34.9
HazelnutPralineMoussePastry.jpg,hazelnut-praline-mousse-pastry-03.webp,hazelnut-praline-mousse-pastry-03,85,199497,116550,41.6
HazelnutPralineMoussePastry02.jpg,hazelnut-praline-mousse-pastry.webp,hazelnut-praline-mousse-pastry,85,187890,98848,47.4
HazelnutPralineMoussePastry03.jpg,hazelnut-praline-mousse-pastry-02.webp,hazelnut-praline-mousse-pastry-02,85,194265,160566,17.3
HIGH-RES_Chicken_Tikka_Sandwich_-_Square_1.jpg,chicken-tikka-sandwich.webp,chicken-tikka-sandwich,85,1343017,156458,88.4
HIGH-RES_Chilli_Cheese_Sandwich_-_Square.jpg,chilli-cheese-sandwich.webp,chilli-cheese-sandwich,85,1562287,192380,87.7
HIGH-RES_Roasted_Chicken_and_Mustard_Sandwich_-_Square.jpg,roasted-chicken-mustard-sandwich-250g.webp,roasted-chicken-mustard-sandwich-250g,85,1430983,180172,87.4
HIGH-RES_Spinach_Corn_Cheese_Sandwich_-_Square.jpg,spinach-corn-cheese-sandwich-250g.webp,spinach-corn-cheese-sandwich-250g,85,908773,99350,89.1
HIGH_RES_Hamper_Gifting_02_-_1200x1000_1.jpg,category-hamper-gifting.webp,category-hamper-gifting,85,174245,84672,51.4
HIGHRESBananaCakeCloseUp-Square.jpg,banana-cake-220g.webp,banana-cake-220g,85,297369,224278,24.6
HIGHRESBananaCakeStylised-Square.jpg,banana-cake-220g-02.webp,banana-cake-220g-02,85,242038,137456,43.2
HIGHRESBananaCakeStylised-Square_a8968333-e5c1-4aa4-8645-ad3754e42bb5.jpg,banana-cake-220g-02-alt-02.webp,banana-cake-220g-02-alt-02,85,241521,136600,43.4
HIGHRESBlueberryCheesecake-Square.jpg,blueberry-cheesecake.webp,blueberry-cheesecake,85,192700,85034,55.9
HIGHRESBlueberryCheesecakeCup02-Square.jpg,blueberry-cheesecake-cup-03.webp,blueberry-cheesecake-cup-03,85,184383,81722,55.7
HIGHRESBlueberryCheesecakeCupSpoon-Square01.jpg,blueberry-cheesecake-cup-02.webp,blueberry-cheesecake-cup-02,85,159676,65310,59.1
HIGHRESBlueberryCheesecakeCut-Square.jpg,blueberry-cheesecake-02.webp,blueberry-cheesecake-02,85,154568,63462,58.9
HIGHRESBlueberryDanish-Square.jpg,blueberry-danish.webp,blueberry-danish,85,366302,214940,41.3
HIGHRESBlueberryDanish02-Square.jpg,blueberry-danish-02.webp,blueberry-danish-02,85,230056,114694,50.1
HIGHRESBrowniewBoxof9_Square.jpg,assorted-brownies-box-9-pcs.webp,assorted-brownies-box-9-pcs,85,250236,173468,30.7
HIGHRESButterCookies-InstagramFeeds.jpg,butter-cookies.webp,butter-cookies,85,174416,69478,60.2
HIGHRESCheeseCrackers-Square.jpg,cheese-crackers.webp,cheese-crackers,85,298104,226220,24.1
HIGHRESChocolateCoatedBiscuits-InstagramFeeds01.jpg,chocolate-coated-biscuits.webp,chocolate-coated-biscuits,85,195030,77146,60.4
HIGHRESCoconutMacaroons-Square.jpg,coconut-macaroons-02.webp,coconut-macaroons-02,85,235318,114260,51.4
HIGHRESCoconutMacaroons02-Square.jpg,coconut-macaroons.webp,coconut-macaroons,85,255777,129528,49.4
HIGHRESColdCoffee02-Square.jpg,classic-cold-coffee-02.webp,classic-cold-coffee-02,85,115865,40540,65
HIGHRESColdCoffeeinaGlassandStraw-Square01.jpg,classic-cold-coffee.webp,classic-cold-coffee,85,99284,33648,66.1
HIGHRESColdCoffeePouringinaGlass-Square.jpg,classic-cold-coffee-03.webp,classic-cold-coffee-03,85,121018,44080,63.6
HIGHRESDenseLoafCloseUp-Square.jpg,dense-loaf-350g-02.webp,dense-loaf-350g-02,85,264336,152302,42.4
HIGHRESDenseLoafStylised-Square.jpg,dense-loaf-350g.webp,dense-loaf-350g,85,217994,107962,50.5
HIGHRESEgglessChocolateChipCookies-Square.jpg,eggless-chocolate-chip-cookies.webp,eggless-chocolate-chip-cookies,85,290893,188398,35.2
HIGHRESEgglessChocolateChipCookiesDip-Square.jpg,eggless-chocolate-chip-cookies-02.webp,eggless-chocolate-chip-cookies-02,85,186782,84142,55
HIGHRESEgglessChocolateChipCookieswithHands01-Square.jpg,eggless-chocolate-chip-cookies-03.webp,eggless-chocolate-chip-cookies-03,85,214709,102040,52.5
HIGHRESEgglessDenseLoafCloseUp-Square.jpg,eggless-dense-loaf-200g.webp,eggless-dense-loaf-200g,85,287080,178456,37.8
HIGHRESEgglessDenseLoafStylised-Square.jpg,eggless-dense-loaf-200g-02.webp,eggless-dense-loaf-200g-02,85,221009,109180,50.6
HIGHRESEgglessDoubleChocolateChipCookiesDip-Square.jpg,eggless-double-choco-chip-cookies.webp,eggless-double-choco-chip-cookies,85,537603,344370,35.9
HIGHRESEgglessDoubleChocolateChipCookieswithHands01-Square.jpg,eggless-double-choco-chip-cookies-02.webp,eggless-double-choco-chip-cookies-02,82,295089,265858,9.9
HIGHRESEgglessDoubleChocolateChipCookieswithHands02-Square.jpg,eggless-double-choco-chip-cookies-03.webp,eggless-double-choco-chip-cookies-03,85,472284,292798,38
HIGHRESEgglessMavaCakeCloseUp-Square.jpg,eggless-mava-cake-180g.webp,eggless-mava-cake-180g,85,235394,117498,50.1
HIGHRESEgglessMavaCakeStylised-Square.jpg,eggless-mava-cake-180g-02.webp,eggless-mava-cake-180g-02,85,237103,116966,50.7
HIGHRESHazelnutCookies-Square.jpg,eggless-hazelnut-cookies.webp,eggless-hazelnut-cookies,85,290385,166662,42.6
HIGHRESHazelnutCookiesCut-Square.jpg,eggless-hazelnut-cookies-02.webp,eggless-hazelnut-cookies-02,85,192852,81396,57.8
HIGHRESIndulgenceHamper-Square_1.jpg,indulgence-hamper.webp,indulgence-hamper,85,238898,110678,53.7
HIGHRESIndulgenceHamper-Square_1.webp,indulgence-hamper-alt-02.webp,indulgence-hamper-alt-02,85,218769,102710,53.1
HIGHRESLuxuryHamper-Square.jpg,luxury-hamper-1.webp,luxury-hamper-1,85,276946,138820,49.9
HIGHRESMavaCakeCloseUp-Square.jpg,mava-cake-300g-02.webp,mava-cake-300g-02,85,297497,206382,30.6
HIGHRESMavaCakeStylised-Square.jpg,mava-cake-300g.webp,mava-cake-300g,85,206107,93100,54.8
HIGHRESOrangeCookies-Square.jpg,eggless-orange-cookies-02.webp,eggless-orange-cookies-02,85,231230,112950,51.2
HIGHRESOrangeCookiesMoodwithHand-Square_1.jpg,eggless-orange-cookies.webp,eggless-orange-cookies,85,213095,97562,54.2
HIGHRESPoundCakeCloseUp-Square.jpg,pound-cake.webp,pound-cake,85,255144,134854,47.1
HIGHRESPoundCakeStylised-Square.jpg,pound-cake-02.webp,pound-cake-02,85,273930,152538,44.3
HIGHRESPremiumHamper-Square.jpg,premium-hamper-1.webp,premium-hamper-1,85,270221,133610,50.6
HIGHRESTiramisu-Square.jpg,tiramisu-cup-110g.webp,tiramisu-cup-110g,85,158673,71252,55.1
HotChocolate.jpg,hot-chocolate.webp,hot-chocolate,85,190225,96296,49.4
HotChocolate02.jpg,hot-chocolate-02.webp,hot-chocolate-02,85,169314,78710,53.5
HotChocolate03.jpg,hot-chocolate-03.webp,hot-chocolate-03,85,187504,92624,50.6
HotChocolate04.jpg,hot-chocolate-04.webp,hot-chocolate-04,85,168721,79570,52.8
HotChocolate05.jpg,hot-chocolate-05.webp,hot-chocolate-05,85,195622,122198,37.5
IftarBox-Brandstore.jpg,ramadan-special-iftar-box.webp,ramadan-special-iftar-box,75,80566,76254,5.4
journal-hard-bound.jpg,hard-bound-journals.webp,hard-bound-journals,85,172324,87548,49.2
Journal-spiral-bound.jpg,sprial-bound-journals.webp,sprial-bound-journals,85,163296,77410,52.6
JungleePaneerSandwich-Square.jpg,paneer-junglee-sandwich.webp,paneer-junglee-sandwich,85,211065,115282,45.4
Latte.jpg,latte.webp,latte,85,148338,55012,62.9
Latte02.jpg,latte-02.webp,latte-02,85,161735,62558,61.3
lemon-tart.jpg,lemon-tart.webp,lemon-tart,85,156771,63310,59.6
LemonIcedTea_300ml.jpg,lemon-iced-tea-300-ml.webp,lemon-iced-tea-300-ml,85,60646,33350,45
LemonmountainCake1Large.jpg,lemon-mountain-cake.webp,lemon-mountain-cake,85,124890,53424,57.2
LemonmountainCake3Large.jpg,lemon-mountain-cake-02.webp,lemon-mountain-cake-02,85,135876,58846,56.7
LotusBiscoffCheesecakeTub_200g_371cc1e7-8a08-4a36-beb1-40360a34e9de.jpg,lotus-biscoff-cheesecake-tub-200g.webp,lotus-biscoff-cheesecake-tub-200g,85,83281,76006,8.7
Mango_PineappleJuice_200ml.jpg,mango-pineapple-juice-200ml.webp,mango-pineapple-juice-200ml,85,173605,85752,50.6
Mocha_Coffee_Brownie_1.jpg,mocha-coffee-brownie.webp,mocha-coffee-brownie,85,113637,59966,47.2
Mug_Green_1.jpg,buy-green-mug-green.webp,buy-green-mug-green,85,74249,28200,62
Mug_Green_2.jpg,buy-white-mug-white.webp,buy-white-mug-white,85,106643,48644,54.4
MultigrainLoaf.jpg,multigrain-loaf-400g.webp,multigrain-loaf-400g,85,236967,169304,28.6
NachniCrackers-Square.jpg,ragi-crackers-110g.webp,ragi-crackers-110g,85,294117,190782,35.1
NewYorkCheeseCake1.jpg,new-york-style-baked-cheesecake-500g.webp,new-york-style-baked-cheesecake-500g,85,226118,123406,45.4
NewYorkCheeseCake2.jpg,new-york-style-baked-cheesecake-500g-02.webp,new-york-style-baked-cheesecake-500g-02,85,230791,115100,50.1
NewYorkStyleBakedCheesePastry1.jpg,new-york-style-baked-cheesecake-pastry-02.webp,new-york-style-baked-cheesecake-pastry-02,85,136715,60936,55.4
NewYorkStyleBakedCheesePastry2.jpg,new-york-style-baked-cheesecake-pastry.webp,new-york-style-baked-cheesecake-pastry,85,159338,76850,51.8
non-veg.png,icon-non-vegetarian.webp,icon-non-vegetarian,90,1129,532,52.9
NutellaCheesecakeTub_200g.jpg,nutella-cheesecake-tub.webp,nutella-cheesecake-tub,85,84388,78774,6.7
OperaCake2Large.jpg,operacake.webp,operacake,85,109447,46798,57.2
OperaCake3Large.jpg,operacake-02.webp,operacake-02,85,131259,59032,55
OperaCake_660g.jpg,opera-cake-660g.webp,opera-cake-660g,85,73518,69472,5.5
OpiumCake1Large.jpg,opium-cake.webp,opium-cake,85,183516,88758,51.6
OpiumCake6Large.jpg,opium-cake-02.webp,opium-cake-02,85,170800,80692,52.8
OutrageousChocolateBrownie.jpg,eggless-outrageous-chocolate-brownie-02.webp,eggless-outrageous-chocolate-brownie-02,85,196922,114680,41.8
OutrageousChocolateBrownie02.jpg,eggless-outrageous-chocolate-brownie.webp,eggless-outrageous-chocolate-brownie,75,195013,168552,13.6
oven-mittens-blue.jpg,merch-oven-mittens-blue.webp,merch-oven-mittens-blue,85,309433,198240,35.9
oven-mittens-green.jpg,merch-oven-mittens-green.webp,merch-oven-mittens-green,85,145029,71626,50.6
OverloadBrownie.jpg,overload-brownie.webp,overload-brownie,85,198915,162430,18.3
OverloadBrownie02.jpg,overload-brownie-03.webp,overload-brownie-03,85,197758,173550,12.2
OverloadBrownie03.jpg,overload-brownie-02.webp,overload-brownie-02,85,195729,162234,17.1
PainAuChocolat.jpg,pain-au-chocolat.webp,pain-au-chocolat,85,198657,146350,26.3
PainAuChocolat02.jpg,pain-au-chocolat-02.webp,pain-au-chocolat-02,85,199853,178836,10.5
PaneerFrankyRoll-Square_1.jpg,spicy-paneer-roll.webp,spicy-paneer-roll,85,236508,122604,48.2
PeachIcedTea_300ml.jpg,peach-iced-tea-300-ml.webp,peach-iced-tea-300-ml,85,64751,37158,42.6
premium-womensday.jpg,premium-gift-bag.webp,premium-gift-bag,85,145356,84304,42
PremiumGiftHamperBox.jpg,premium-gift-hamper-box.webp,premium-gift-hamper-box,85,87711,57606,34.3
QuicheNonVeg.jpg,non-veg-quiche.webp,non-veg-quiche,78,199555,171148,14.2
QuicheNonVeg02.jpg,non-veg-quiche-02.webp,non-veg-quiche-02,70,196815,189492,3.7
QuicheVeg.jpg,quiche-veg.webp,quiche-veg,85,196071,124330,36.6
QuicheVeg02.jpg,quiche-veg-02.webp,quiche-veg-02,85,195749,137532,29.7
redvelvet-theo.jpg,promo-red-velvet.webp,promo-red-velvet,85,59043,34986,40.7
RedVelvetCakehalfkg.jpg,red-velvet-cake-1-2-kg.webp,red-velvet-cake-1-2-kg,85,196573,157360,19.9
RedVelvetCakehalfkg02.jpg,red-velvet-cake-1-2-kg-02.webp,red-velvet-cake-1-2-kg-02,78,196096,166504,15.1
RedVelvetCupcake.jpg,red-velvet-cupcake.webp,red-velvet-cupcake,85,241811,117892,51.2
RedVelvetPastry.jpg,eggless-red-velvet-pastry.webp,eggless-red-velvet-pastry,85,198536,114862,42.1
RedVelvetPastry02.jpg,eggless-red-velvet-pastry-02.webp,eggless-red-velvet-pastry-02,82,197241,163906,16.9
SourdoughCrackers-Square.jpg,black-pepper-sourdough-crackers-100g.webp,black-pepper-sourdough-crackers-100g,85,163802,60390,63.1
SpicyPaneerPuff-Square.jpg,spicy-paneer-butter-puff-1-pc.webp,spicy-paneer-butter-puff-1-pc,85,238433,105532,55.7
SpicyPaneerPuffCut-Square.jpg,spicy-paneer-butter-puff-1-pc-02.webp,spicy-paneer-butter-puff-1-pc-02,85,264009,130200,50.7
Strawberry_Cupcake_-_Square.jpg,strawberry-cupcake.webp,strawberry-cupcake,85,139707,97712,30.1
StrawberryCustardCake.jpg,strawberry-custard-cake-1.webp,strawberry-custard-cake-1,85,942112,94100,90
StrawberryJam_ButterCookies.jpg,strawberry-jam-butter-cookies.webp,strawberry-jam-butter-cookies,85,473573,162462,65.7
Tea-Cakes.gif,category-tea-cakes.webp,category-tea-cakes,85,3446762,256218,92.6
theo-home_03c4e3a4-9dc9-4de7-9464-16e655a238ed_2.jpg,hero-home.webp,hero-home,85,56866,36254,36.2
TheobromaSignatureBrownieCake.jpg,theobroma-signature-brownie-cake.webp,theobroma-signature-brownie-cake,85,330484,58714,82.2
TieredTemptationCake1Large.jpg,tiered-temptation-cake.webp,tiered-temptation-cake,85,185681,87922,52.6
TieredTemptationCake3Large.jpg,tiered-temptation-cake-02.webp,tiered-temptation-cake-02,85,171338,79132,53.8
TiramisuCake1Large.jpg,tiramisu-cake.webp,tiramisu-cake,85,171471,89996,47.5
TiramisuCake3Large.jpg,tiramisu-cake-02.webp,tiramisu-cake-02,85,180472,92432,48.8
TiramisuCake_660g.jpg,tiramisu-cake-660g.webp,tiramisu-cake-660g,82,69455,59224,14.7
ToteBag_Blue_1.jpg,buy-trendy-blue-tote-bag.webp,buy-trendy-blue-tote-bag,85,187474,93944,49.9
ToteBag_Green_1.jpg,buy-trendy-green-tote-bag.webp,buy-trendy-green-tote-bag,85,134427,64122,52.3
TR000053_55_Dark_Chocolate_with_Cranberry_60g.jpg,55-dark-chocolate-with-cranberry-60g.webp,55-dark-chocolate-with-cranberry-60g,85,73463,40994,44.2
TR000054_55_Dark_Chocolate_with_Rum_Raisin_60g.jpg,55-dark-chocolate-with-rum-raisin-60g.webp,55-dark-chocolate-with-rum-raisin-60g,85,65341,36108,44.7
TR000055_60_DarkChocolate_60g.jpg,60-dark-chocolate-60g.webp,60-dark-chocolate-60g,85,68786,38826,43.6
TR000056_55_Dark_Chocolate_with_Sea_Salt_Almond_60g.jpg,55-dark-chocolate-with-sea-salt-almond-60g.webp,55-dark-chocolate-with-sea-salt-almond-60g,85,70806,38938,45
Triple_Choco_Chip_Brownie_1.jpg,triple-choco-chip-brownie.webp,triple-choco-chip-brownie,85,142318,101316,28.8
ValenciaOrangeJuice_200ml.jpg,valencia-orange-juice.webp,valencia-orange-juice,85,147964,61466,58.5
VanillaandBlueberryCupcake.jpg,vanilla-blueberry-cupcake.webp,vanilla-blueberry-cupcake,85,217623,105788,51.4
veg-icon.jpg,icon-vegetarian.webp,icon-vegetarian,90,1795,598,66.7
veg-icon_32x32_24c4797f-010c-4624-b89e-ad7a98c32f66.webp,icon-vegetarian.webp,icon-vegetarian,90,1604,536,66.6
WalnutBrownie.jpg,eggless-walnut-brownie.webp,eggless-walnut-brownie,85,198492,166904,15.9
WalnutBrownie02.jpg,eggless-walnut-brownie-02.webp,eggless-walnut-brownie-02,85,197104,137426,30.3
WalnutBrownie03.jpg,eggless-walnut-brownie-03.webp,eggless-walnut-brownie-03,78,198656,176362,11.2
Web-Desktop.jpg,banner-home-desktop.webp,banner-home-desktop,85,341984,161914,52.7
Web-Desktop_1200x.jpg,banner-home-desktop-1200.webp,banner-home-desktop-1200,85,175020,85528,51.1
Web-mobile.jpg,banner-home-mobile.webp,banner-home-mobile,85,255913,115500,54.9
Website-desktop-banner_Horizontal.jpg,banner-desktop-horizontal.webp,banner-desktop-horizontal,85,323379,167810,48.1
Website-desktop-banner_Horizontal_1200x.jpg,banner-desktop-horizontal-1200.webp,banner-desktop-horizontal-1200,85,165526,91116,45
Website-desktop-banner_Verical.jpg,banner-desktop-vertical.webp,banner-desktop-vertical,85,267244,135876,49.2
website_desktop_chocolate_banner.jpg,banner-chocolate-desktop.webp,banner-chocolate-desktop,85,283407,144600,49
website_desktop_chocolate_banner_1200x.jpg,banner-chocolate-desktop-1200.webp,banner-chocolate-desktop-1200,85,137028,73896,46.1
website_mobile_chocolate_banner.jpg,banner-chocolate-mobile.webp,banner-chocolate-mobile,85,211556,107094,49.4
WheatBreadLoaf_45e6b874-d81e-4363-9772-1f91150a34a7.jpg,wheat-bread-loaf-400g.webp,wheat-bread-loaf-400g,85,200007,156174,21.9
WheatSourdoughLoaf.jpg,wheat-sourdough-loaf-350g.webp,wheat-sourdough-loaf-350g,85,485496,312524,35.6
WheatSourdoughLoaf02.jpg,wheat-sourdough-loaf-350g-02.webp,wheat-sourdough-loaf-350g-02,70,186467,241792,-29.7
